Name,Class
2010_001386,cat
2010_001399,dog
2010_001399,person
2010_001403,bus
2010_001403,car
2010_001413,aeroplane
2010_001413,car
2010_001413,person
2010_001418,bottle
2010_001418,cat
2010_001418,person
2010_001422,dog
2010_001422,person
2010_001448,aeroplane
2010_001451,horse
2010_001457,cat
2010_001514,bicycle
2010_001514,chair
2010_001514,sofa
2010_001515,train
2010_001522,sheep
2010_001534,cat
2010_001553,car
2010_001553,motorbike
2010_001557,sheep
2010_001561,car
2010_001562,tvmonitor
2010_001563,dog
2010_001563,person
2010_001576,diningtable
2010_001576,person
2010_001577,sheep
2010_001579,chair
2010_001579,diningtable
2010_001579,person
2010_001590,cat
2010_001595,horse
2010_001618,sheep
2010_001619,person
2010_001630,bus
2010_001646,bus
2010_001656,cat
2010_001660,cat
2010_001676,horse
2010_001692,cow
2010_001692,person
2010_001699,chair
2010_001699,person
2010_001699,pottedplant
2010_001706,dog
2010_001732,bus
2010_001732,car
2010_001734,car
2010_001734,person
2010_001734,train
2010_001748,person
2010_001748,train
2010_001752,tvmonitor
2010_001767,car
2010_001767,person
2010_001767,sofa
2010_001768,dog
2010_001768,person
2010_001773,pottedplant
2010_001807,boat
2010_001807,cow
2010_001807,person
2010_001820,bird
2010_001830,bottle
2010_001842,cat
2010_001849,chair
2010_001850,car
2010_001850,dog
2010_001850,person
2010_001851,bottle
2010_001851,chair
2010_001851,diningtable
2010_001851,pottedplant
2010_001852,horse
2010_001860,tvmonitor
2010_001908,dog
2010_001908,person
2010_001913,cat
2010_001922,bicycle
2010_001923,motorbike
2010_001923,person
2010_001933,dog
2010_001933,sofa
2010_001939,cat
2010_001939,diningtable
2010_001939,tvmonitor
2010_001944,dog
2010_001951,person
2010_001951,train
2010_001956,dog
2010_001962,sofa
2010_001966,car
2010_001966,person
2010_001995,bird
2010_002017,bottle
2010_002017,car
2010_002017,chair
2010_002017,person
2010_002018,cow
2010_002018,person
2010_002020,dog
2010_002025,cat
2010_002030,bicycle
2010_002032,chair
2010_002032,diningtable
2010_002039,car
2010_002039,person
2010_002039,sheep
2010_002047,cow
2010_002054,sheep
2010_002055,bicycle
2010_002055,bottle
2010_002055,person
2010_002055,pottedplant
2010_002070,chair
2010_002070,diningtable
2010_002070,person
2010_002097,tvmonitor
2010_002106,sheep
2010_002107,car
2010_002107,person
2010_002137,cat
2010_002137,person
2010_002137,pottedplant
2010_002137,sofa
2010_002139,cow
2010_002139,person
2010_002142,bird
2010_002146,cat
2010_002147,aeroplane
2010_002150,boat
2010_002154,person
2010_002161,horse
2010_002161,person
2010_002166,chair
2010_002166,person
2010_002200,aeroplane
2010_002200,bus
2010_002200,car
2010_002203,bus
2010_002218,bus
2010_002228,dog
2010_002232,sheep
2010_002236,car
2010_002251,motorbike
2010_002251,person
2010_002254,cow
2010_002271,motorbike
2010_002286,cat
2010_002305,cat
2010_002310,aeroplane
2010_002336,chair
2010_002336,diningtable
2010_002336,pottedplant
2010_002338,dog
2010_002348,cat
2010_002361,car
2010_002363,car
2010_002363,person
2010_002379,pottedplant
2010_002382,dog
2010_002387,car
2010_002390,cow
2010_002396,motorbike
2010_002396,person
2010_002413,bus
2010_002418,chair
2010_002418,diningtable
2010_002422,cat
2010_002440,bottle
2010_002440,person
2010_002450,bird
2010_002455,bottle
2010_002457,bottle
2010_002457,car
2010_002457,person
2010_002480,dog
2010_002499,dog
2010_002512,cat
2010_002512,chair
2010_002527,dog
2010_002527,sofa
2010_002531,cat
2010_002531,sofa
2010_002532,aeroplane
2010_002536,bicycle
2010_002538,chair
2010_002546,boat
2010_002546,bus
2010_002546,car
2010_002546,person
2010_002551,dog
2010_002556,train
2010_002570,dog
2010_002570,person
2010_002573,cat
2010_002623,chair
2010_002623,person
2010_002625,cat
2010_002625,person
2010_002659,dog
2010_002659,sofa
2010_002682,person
2010_002682,train
2010_002691,horse
2010_002693,bicycle
2010_002693,cat
2010_002693,chair
2010_002697,train
2010_002701,cow
2010_002720,bicycle
2010_002720,person
2010_002733,pottedplant
2010_002750,sheep
2010_002763,cat
2010_002763,cow
2010_002763,person
2010_002778,cat
2010_002786,dog
2010_002792,bicycle
2010_002792,person
2010_002794,dog
2010_002811,cat
2010_002811,chair
2010_002811,diningtable
2010_002811,sofa
2010_002815,chair
2010_002838,train
2010_002856,dog
2010_002868,bus
2010_002870,chair
2010_002892,aeroplane
2010_002900,cat
2010_002902,car
2010_002902,person
2010_002907,dog
2010_002921,chair
2010_002921,tvmonitor
2010_002929,car
2010_002929,person
2010_002935,bird
2010_002937,train
2010_002938,dog
2010_002939,aeroplane
2010_002962,person
2010_002962,sofa
2010_002973,cat
2010_002988,car
2010_003010,dog
2010_003010,person
2010_003014,person
2010_003014,sofa
2010_003017,bottle
2010_003017,chair
2010_003017,person
2010_003017,pottedplant
2010_003060,dog
2010_003062,bicycle
2010_003062,person
2010_003088,aeroplane
2010_003093,bicycle
2010_003093,bottle
2010_003093,person
2010_003097,bird
2010_003114,dog
2010_003114,sofa
2010_003119,bird
2010_003123,bicycle
2010_003123,car
2010_003123,pottedplant
2010_003127,aeroplane
2010_003132,aeroplane
2010_003153,sheep
2010_003157,chair
2010_003157,diningtable
2010_003168,bird
2010_003170,chair
2010_003174,cat
2010_003174,sofa
2010_003183,cow
2010_003187,dog
2010_003203,boat
2010_003203,chair
2010_003203,pottedplant
2010_003203,sofa
2010_003207,motorbike
2010_003230,cat
2010_003231,car
2010_003239,cow
2010_003239,person
2010_003250,person
2010_003252,sheep
2010_003269,dog
2010_003274,train
2010_003275,cat
2010_003276,car
2010_003293,bicycle
2010_003293,bus
2010_003293,car
2010_003293,person
2010_003302,chair
2010_003302,pottedplant
2010_003325,chair
2010_003325,diningtable
2010_003325,person
2010_003342,dog
2010_003345,cow
2010_003362,bird
2010_003365,aeroplane
2010_003380,horse
2010_003381,car
2010_003381,person
2010_003383,cow
2010_003384,train
2010_003402,cat
2010_003409,chair
2010_003409,person
2010_003418,bird
2010_003446,bicycle
2010_003446,car
2010_003446,person
2010_003453,car
2010_003468,bottle
2010_003468,cat
2010_003473,bird
2010_003495,aeroplane
2010_003506,dog
2010_003514,train
2010_003529,motorbike
2010_003531,chair
2010_003531,diningtable
2010_003532,horse
2010_003534,bus
2010_003541,sheep
2010_003547,boat
2010_003597,bottle
2010_003597,diningtable
2010_003597,person
2010_003597,pottedplant
2010_003597,sofa
2010_003599,boat
2010_003599,person
2010_003634,chair
2010_003651,pottedplant
2010_003665,cat
2010_003665,chair
2010_003670,dog
2010_003670,person
2010_003670,sheep
2010_003675,cat
2010_003680,aeroplane
2010_003696,cat
2010_003708,train
2010_003716,aeroplane
2010_003717,bottle
2010_003717,sofa
2010_003737,aeroplane
2010_003746,car
2010_003746,dog
2010_003746,person
2010_003758,cat
2010_003764,cat
2010_003768,car
2010_003771,bird
2010_003772,bus
2010_003781,bottle
2010_003781,cat
2010_003781,pottedplant
2010_003798,aeroplane
2010_003799,bicycle
2010_003813,car
2010_003820,bird
2010_003854,car
2010_003854,person
2010_003884,dog
2010_003884,person
2010_003887,cat
2010_003894,chair
2010_003894,dog
2010_003894,person
2010_003899,boat
2010_003911,boat
2010_003912,bicycle
2010_003912,bottle
2010_003915,aeroplane
2010_003925,cat
2010_003925,chair
2010_003947,motorbike
2010_003950,cat
2010_003954,sheep
2010_003956,train
2010_003958,dog
2010_003971,cat
2010_003971,chair
2010_003971,diningtable
2010_003974,cat
2010_004005,car
2010_004025,person
2010_004025,sofa
2010_004041,boat
2010_004042,motorbike
2010_004056,bottle
2010_004060,cat
2010_004063,aeroplane
2010_004069,bicycle
2010_004069,person
2010_004071,bird
2010_004072,bicycle
2010_004072,pottedplant
2010_004074,sheep
2010_004104,cat
2010_004109,bottle
2010_004109,person
2010_004109,sofa
2010_004109,tvmonitor
2010_004119,motorbike
2010_004120,cat
2010_004144,cat
2010_004149,train
2010_004154,bicycle
2010_004165,dog
2010_004165,person
2010_004171,cat
2010_004180,bus
2010_004180,person
2010_004186,car
2010_004186,person
2010_004208,boat
2010_004208,person
2010_004210,cow
2010_004210,person
2010_004219,motorbike
2010_004219,person
2010_004222,chair
2010_004222,person
2010_004226,sheep
2010_004258,car
2010_004283,cow
2010_004288,bottle
2010_004289,motorbike
2010_004289,person
2010_004306,cat
2010_004306,chair
2010_004306,tvmonitor
2010_004314,aeroplane
2010_004314,person
2010_004320,cat
2010_004322,cow
2010_004337,car
2010_004337,motorbike
2010_004337,person
2010_004348,bird
2010_004348,bus
2010_004355,motorbike
2010_004361,chair
2010_004361,diningtable
2010_004361,person
2010_004363,chair
2010_004363,horse
2010_004365,cat
2010_004369,cat
2010_004370,dog
2010_004370,person
2010_004382,pottedplant
2010_004419,aeroplane
2010_004429,bottle
2010_004429,chair
2010_004429,tvmonitor
2010_004432,person
2010_004450,dog
2010_004472,car
2010_004472,person
2010_004478,train
2010_004479,cat
2010_004479,person
2010_004479,tvmonitor
2010_004481,person
2010_004481,sofa
2010_004493,boat
2010_004493,dog
2010_004499,person
2010_004499,sheep
2010_004519,horse
2010_004520,bottle
2010_004529,bottle
2010_004540,cat
2010_004543,chair
2010_004550,dog
2010_004551,bottle
2010_004556,bird
2010_004559,bird
2010_004559,person
2010_004560,person
2010_004560,sheep
2010_004577,car
2010_004577,chair
2010_004577,person
2010_004598,cow
2010_004616,bus
2010_004620,dog
2010_004625,bus
2010_004625,car
2010_004625,person
2010_004628,dog
2010_004635,cow
2010_004662,boat
2010_004669,train
2010_004683,dog
2010_004683,pottedplant
2010_004694,sheep
2010_004697,motorbike
2010_004697,person
2010_004704,person
2010_004704,sheep
2010_004721,aeroplane
2010_004757,pottedplant
2010_004757,sofa
2010_004760,cat
2010_004760,dog
2010_004763,chair
2010_004766,motorbike
2010_004772,boat
2010_004773,boat
2010_004773,person
2010_004783,chair
2010_004783,sofa
2010_004789,cow
2010_004795,dog
2010_004805,chair
2010_004805,sofa
2010_004805,tvmonitor
2010_004808,cat
2010_004815,cat
2010_004815,person
2010_004825,chair
2010_004825,diningtable
2010_004825,pottedplant
2010_004828,bottle
2010_004828,person
2010_004856,horse
2010_004857,tvmonitor
2010_004861,cat
2010_004900,dog
2010_004916,dog
2010_004933,cat
2010_004933,pottedplant
2010_004938,aeroplane
2010_004941,motorbike
2010_004946,car
2010_004948,bird
2010_004951,person
2010_004951,train
2010_004960,bird
2010_004963,cat
2010_004980,train
2010_004994,bird
2010_005013,car
2010_005013,person
2010_005016,bird
2010_005021,cat
2010_005021,chair
2010_005028,bird
2010_005046,diningtable
2010_005046,person
2010_005055,train
2010_005063,bus
2010_005064,dog
2010_005098,sheep
2010_005106,aeroplane
2010_005106,person
2010_005108,cat
2010_005111,bicycle
2010_005111,bottle
2010_005111,person
2010_005118,bus
2010_005118,person
2010_005119,car
2010_005128,cat
2010_005129,bird
2010_005159,dog
2010_005160,bus
2010_005160,motorbike
2010_005160,sheep
2010_005166,cow
2010_005166,person
2010_005174,horse
2010_005180,sofa
2010_005180,tvmonitor
2010_005187,pottedplant
2010_005198,boat
2010_005202,cat
2010_005206,dog
2010_005217,bird
2010_005223,cow
2010_005232,cat
2010_005245,dog
2010_005245,person
2010_005252,boat
2010_005252,motorbike
2010_005252,person
2010_005277,bus
2010_005277,person
2010_005284,bus
2010_005284,car
2010_005284,person
2010_005305,pottedplant
2010_005305,tvmonitor
2010_005317,cat
2010_005318,car
2010_005318,chair
2010_005318,person
2010_005344,cat
2010_005353,bird
2010_005366,motorbike
2010_005401,boat
2010_005419,bottle
2010_005419,dog
2010_005419,person
2010_005421,cat
2010_005428,bird
2010_005429,motorbike
2010_005432,car
2010_005433,motorbike
2010_005450,tvmonitor
2010_005457,bus
2010_005457,car
2010_005468,cow
2010_005471,horse
2010_005471,person
2010_005494,motorbike
2010_005494,person
2010_005496,bottle
2010_005500,dog
2010_005500,person
2010_005501,car
2010_005501,motorbike
2010_005505,cat
2010_005506,train
2010_005508,cat
2010_005513,cat
2010_005519,sheep
2010_005522,dog
2010_005531,bird
2010_005534,aeroplane
2010_005575,dog
2010_005582,bottle
2010_005582,person
2010_005596,bus
2010_005596,person
2010_005606,cat
2010_005606,person
2010_005606,sofa
2010_005626,chair
2010_005626,diningtable
2010_005626,person
2010_005627,cat
2010_005643,train
2010_005644,dog
2010_005652,cat
2010_005663,bottle
2010_005663,car
2010_005664,bicycle
2010_005669,dog
2010_005678,tvmonitor
2010_005700,car
2010_005700,person
2010_005705,boat
2010_005706,train
2010_005709,cat
2010_005709,person
2010_005718,aeroplane
2010_005718,car
2010_005719,sheep
2010_005721,motorbike
2010_005723,person
2010_005725,bird
2010_005727,train
2010_005734,sofa
2010_005744,tvmonitor
2010_005746,chair
2010_005755,chair
2010_005755,diningtable
2010_005758,chair
2010_005758,person
2010_005758,pottedplant
2010_005762,bottle
2010_005775,chair
2010_005775,dog
2010_005788,sheep
2010_005791,cat
2010_005796,cat
2010_005796,dog
2010_005800,chair
2010_005805,cat
2010_005805,tvmonitor
2010_005810,bicycle
2010_005810,person
2010_005810,train
2010_005820,sheep
2010_005830,chair
2010_005830,person
2010_005830,pottedplant
2010_005830,sofa
2010_005835,chair
2010_005835,person
2010_005836,car
2010_005836,motorbike
2010_005860,bicycle
2010_005860,car
2010_005860,pottedplant
2010_005871,person
2010_005871,train
2010_005876,motorbike
2010_005876,person
2010_005876,pottedplant
2010_005877,aeroplane
2010_005888,aeroplane
2010_005891,car
2010_005898,dog
2010_005898,person
2010_005898,sofa
2010_005899,cat
2010_005919,horse
2010_005922,cow
2010_005927,boat
2010_005932,pottedplant
2010_005951,car
2010_005952,bottle
2010_005978,aeroplane
2010_005982,chair
2010_005982,dog
2010_005991,dog
2010_005991,person
2010_005991,sofa
2010_005992,dog
2010_006009,car
2010_006009,dog
2010_006026,sheep
2010_006034,aeroplane
2010_006054,train
2010_006070,bicycle
2010_006070,car
2011_000003,bottle
2011_000003,person
2011_000006,chair
2011_000006,person
2011_000006,sofa
2011_000025,bus
2011_000025,car
2011_000027,bottle
2011_000045,dog
2011_000051,person
2011_000054,person
2011_000066,bottle
2011_000068,bird
2011_000069,cow
2011_000069,person
2011_000070,sofa
2011_000105,train
2011_000108,cat
2011_000108,chair
2011_000112,bird
2011_000116,aeroplane
2011_000122,dog
2011_000122,sofa
2011_000145,pottedplant
2011_000149,bird
2011_000152,chair
2011_000173,sofa
2011_000178,bus
2011_000178,person
2011_000178,pottedplant
2011_000182,person
2011_000182,sofa
2011_000185,bird
2011_000197,train
2011_000208,bus
2011_000208,person
2011_000216,dog
2011_000219,bird
2011_000219,cow
2011_000221,person
2011_000221,train
2011_000222,bird
2011_000226,chair
2011_000226,diningtable
2011_000228,cow
2011_000234,boat
2011_000234,person
2011_000238,boat
2011_000239,bus
2011_000239,car
2011_000243,aeroplane
2011_000248,bus
2011_000248,car
2011_000248,person
2011_000252,car
2011_000252,person
2011_000258,bus
2011_000258,car
2011_000258,person
2011_000268,bird
2011_000277,person
2011_000277,train
2011_000278,boat
2011_000278,car
2011_000278,person
2011_000283,train
2011_000291,train
2011_000293,car
2011_000310,sofa
2011_000312,bus
2011_000338,chair
2011_000338,diningtable
2011_000345,cat
2011_000359,aeroplane
2011_000379,cat
2011_000379,sofa
2011_000382,bottle
2011_000382,chair
2011_000382,tvmonitor
2011_000396,horse
2011_000400,tvmonitor
2011_000412,bicycle
2011_000419,cat
2011_000428,dog
2011_000435,boat
2011_000435,person
2011_000436,sheep
2011_000438,bottle
2011_000438,person
2011_000449,dog
2011_000453,bicycle
2011_000453,bottle
2011_000453,person
2011_000455,motorbike
2011_000455,person
2011_000456,bird
2011_000457,sofa
2011_000468,pottedplant
2011_000469,cat
2011_000479,person
2011_000481,aeroplane
2011_000482,bird
2011_000503,car
2011_000503,person
2011_000512,motorbike
2011_000513,train
2011_000521,train
2011_000526,horse
2011_000536,dog
2011_000542,dog
2011_000548,bird
2011_000548,cow
2011_000550,sofa
2011_000551,bus
2011_000556,boat
2011_000566,cow
2011_000566,person
2011_000573,chair
2011_000573,diningtable
2011_000577,dog
2011_000577,person
2011_000585,bicycle
2011_000585,person
2011_000589,bicycle
2011_000589,person
2011_000594,horse
2011_000594,person
2011_000598,diningtable
2011_000607,chair
2011_000607,tvmonitor
2011_000618,motorbike
2011_000618,person
2011_000637,motorbike
2011_000637,person
2011_000638,person
2011_000641,sheep
2011_000642,person
2011_000646,person
2011_000646,sofa
2011_000651,motorbike
2011_000652,motorbike
2011_000658,car
2011_000661,cat
2011_000661,chair
2011_000669,bird
2011_000713,bottle
2011_000713,person
2011_000747,bottle
2011_000747,pottedplant
2011_000758,cat
2011_000768,person
2011_000771,horse
2011_000780,cat
2011_000780,person
2011_000789,cat
2011_000790,aeroplane
2011_000793,aeroplane
2011_000807,aeroplane
2011_000809,chair
2011_000809,diningtable
2011_000809,person
2011_000813,cat
2011_000813,chair
2011_000830,bus
2011_000834,bird
2011_000834,person
2011_000834,sheep
2011_000840,horse
2011_000843,bottle
2011_000843,chair
2011_000843,person
2011_000874,aeroplane
2011_000874,person
2011_000882,aeroplane
2011_000882,person
2011_000888,bus
2011_000888,person
2011_000893,horse
2011_000895,train
2011_000900,car
2011_000912,bird
2011_000920,bottle
2011_000934,person
2011_000934,pottedplant
2011_000944,train
2011_000953,bottle
2011_000953,diningtable
2011_000953,person
2011_000969,bus
2011_000973,cat
2011_000982,horse
2011_000997,person
2011_000997,train
2011_000999,cat
2011_001004,car
2011_001005,pottedplant
2011_001005,sofa
2011_001014,dog
2011_001015,bus
2011_001015,person
2011_001020,sheep
2011_001027,chair
2011_001027,person
2011_001027,sofa
2011_001047,cow
2011_001060,person
2011_001060,train
2011_001064,bus
2011_001069,diningtable
2011_001069,person
2011_001071,chair
2011_001071,person
2011_001082,train
2011_001110,bus
2011_001110,car
2011_001114,aeroplane
2011_001133,aeroplane
2011_001135,cat
2011_001135,chair
2011_001139,bird
2011_001139,chair
2011_001139,diningtable
2011_001159,cow
2011_001159,person
2011_001161,boat
2011_001161,person
2011_001166,train
2011_001175,chair
2011_001175,pottedplant
2011_001175,sofa
2011_001190,car
2011_001198,dog
2011_001198,sofa
2011_001211,bird
2011_001232,cow
2011_001259,bird
2011_001263,aeroplane
2011_001270,bus
2011_001270,car
2011_001276,chair
2011_001276,diningtable
2011_001276,dog
2011_001276,person
2011_001281,train
2011_001287,bird
2011_001292,cat
2011_001313,car
2011_001336,diningtable
2011_001336,person
2011_001341,bus
2011_001346,chair
2011_001346,person
2011_001350,sheep
2011_001400,person
2011_001402,chair
2011_001402,sofa
2011_001407,aeroplane
2011_001411,bus
2011_001412,chair
2011_001412,diningtable
2011_001412,pottedplant
2011_001412,sofa
2011_001416,person
2011_001421,bird
2011_001432,bird
2011_001434,aeroplane
2011_001447,chair
2011_001447,person
2011_001463,bird
2011_001475,person
2011_001479,bus
2011_001489,aeroplane
2011_001519,bus
2011_001519,person
2011_001529,bicycle
2011_001529,person
2011_001530,cow
2011_001530,person
2011_001534,cat
2011_001536,bus
2011_001536,person
2011_001542,car
2011_001546,cow
2011_001567,chair
2011_001567,person
2011_001567,sofa
2011_001571,bottle
2011_001571,chair
2011_001571,diningtable
2011_001571,person
2011_001589,boat
2011_001597,cat
2011_001601,cat
2011_001601,sofa
2011_001607,cat
2011_001613,boat
2011_001613,person
2011_001614,train
2011_001619,person
2011_001621,chair
2011_001621,person
2011_001621,tvmonitor
2011_001622,pottedplant
2011_001624,aeroplane
2011_001632,bicycle
2011_001632,car
2011_001632,person
2011_001642,dog
2011_001652,bird
2011_001653,cow
2011_001665,chair
2011_001665,diningtable
2011_001669,car
2011_001674,person
2011_001674,sofa
2011_001695,car
2011_001708,cow
2011_001710,boat
2011_001710,person
2011_001713,pottedplant
2011_001713,sofa
2011_001714,dog
2011_001714,person
2011_001722,horse
2011_001726,pottedplant
2011_001726,tvmonitor
2011_001730,person
2011_001730,tvmonitor
2011_001745,dog
2011_001748,bus
2011_001753,aeroplane
2011_001754,cat
2011_001764,bird
2011_001765,motorbike
2011_001765,person
2011_001775,cat
2011_001782,cow
2011_001790,person
2011_001793,boat
2011_001794,person
2011_001794,sofa
2011_001810,sheep
2011_001812,chair
2011_001855,dog
2011_001862,chair
2011_001862,diningtable
2011_001862,dog
2011_001862,pottedplant
2011_001862,sofa
2011_001863,pottedplant
2011_001866,bird
2011_001868,dog
2011_001875,aeroplane
2011_001880,aeroplane
2011_001895,person
2011_001895,sofa
2011_001902,bird
2011_001904,person
2011_001904,train
2011_001910,tvmonitor
2011_001922,person
2011_001922,sofa
2011_001924,bird
2011_001928,person
2011_001928,pottedplant
2011_001928,tvmonitor
2011_001959,bird
2011_001967,bird
2011_001972,chair
2011_001974,sofa
2011_001984,dog
2011_001988,bicycle
2011_001988,car
2011_001988,person
2011_001991,boat
2011_002002,bicycle
2011_002002,car
2011_002002,person
2011_002027,sheep
2011_002040,dog
2011_002041,chair
2011_002050,boat
2011_002064,bicycle
2011_002064,car
2011_002075,diningtable
2011_002075,person
2011_002098,bottle
2011_002098,dog
2011_002107,motorbike
2011_002110,dog
2011_002110,person
2011_002111,bicycle
2011_002111,bottle
2011_002111,car
2011_002111,person
2011_002114,aeroplane
2011_002119,sheep
2011_002121,dog
2011_002124,chair
2011_002124,person
2011_002124,sofa
2011_002134,cow
2011_002135,bicycle
2011_002135,bottle
2011_002135,car
2011_002135,person
2011_002149,person
2011_002150,bicycle
2011_002156,dog
2011_002156,tvmonitor
2011_002178,sheep
2011_002200,chair
2011_002200,diningtable
2011_002200,person
2011_002222,aeroplane
2011_002223,bicycle
2011_002224,car
2011_002227,bus
2011_002227,person
2011_002244,bicycle
2011_002244,person
2011_002246,bird
2011_002247,person
2011_002247,train
2011_002279,dog
2011_002291,person
2011_002291,sofa
2011_002295,bird
2011_002298,chair
2011_002298,dog
2011_002300,dog
2011_002303,car
2011_002303,person
2011_002308,person
2011_002317,person
2011_002322,car
2011_002322,motorbike
2011_002322,person
2011_002327,aeroplane
2011_002327,person
2011_002335,chair
2011_002335,person
2011_002335,sofa
2011_002341,horse
2011_002341,person
2011_002343,chair
2011_002343,person
2011_002350,pottedplant
2011_002358,bottle
2011_002358,chair
2011_002358,diningtable
2011_002358,person
2011_002371,dog
2011_002379,train
2011_002381,bird
2011_002385,train
2011_002389,cat
2011_002391,chair
2011_002391,pottedplant
2011_002391,sofa
2011_002398,dog
2011_002410,car
2011_002447,sheep
2011_002457,bus
2011_002464,bird
2011_002464,sheep
2011_002488,bottle
2011_002488,chair
2011_002488,diningtable
2011_002488,person
2011_002498,bottle
2011_002498,person
2011_002503,bird
2011_002504,aeroplane
2011_002509,chair
2011_002509,person
2011_002509,tvmonitor
2011_002511,person
2011_002511,tvmonitor
2011_002515,aeroplane
2011_002515,person
2011_002528,train
2011_002532,person
2011_002532,tvmonitor
2011_002535,train
2011_002548,bird
2011_002553,bottle
2011_002553,person
2011_002553,sheep
2011_002559,bottle
2011_002561,person
2011_002561,sofa
2011_002575,bottle
2011_002575,chair
2011_002575,person
2011_002578,bird
2011_002578,boat
2011_002578,person
2011_002585,bicycle
2011_002585,car
2011_002585,person
2011_002589,dog
2011_002590,bottle
2011_002590,person
2011_002592,car
2011_002592,person
2011_002623,person
2011_002641,bottle
2011_002641,chair
2011_002641,person
2011_002644,chair
2011_002644,sofa
2011_002644,tvmonitor
2011_002652,bird
2011_002656,bicycle
2011_002656,tvmonitor
2011_002662,sheep
2011_002675,aeroplane
2011_002675,person
2011_002685,cat
2011_002709,chair
2011_002709,person
2011_002713,bicycle
2011_002715,bird
2011_002717,dog
2011_002730,horse
2011_002730,person
2011_002752,sofa
2011_002754,boat
2011_002767,bird
2011_002770,person
2011_002812,car
2011_002812,pottedplant
2011_002834,person
2011_002834,sofa
2011_002851,aeroplane
2011_002863,bottle
2011_002872,boat
2011_002872,person
2011_002873,cow
2011_002879,sofa
2011_002879,tvmonitor
2011_002885,cow
2011_002920,bottle
2011_002920,diningtable
2011_002920,person
2011_002929,aeroplane
2011_002932,bus
2011_002932,person
2011_002932,train
2011_002935,person
2011_002947,chair
2011_002947,person
2011_002951,horse
2011_002953,chair
2011_002953,sofa
2011_002956,bus
2011_002956,car
2011_002956,person
2011_002975,boat
2011_002993,aeroplane
2011_002997,person
2011_003003,bicycle
2011_003011,chair
2011_003019,car
2011_003019,cow
2011_003019,motorbike
2011_003019,person
2011_003025,boat
2011_003030,bird
2011_003038,bottle
2011_003038,person
2011_003038,pottedplant
2011_003038,sofa
2011_003055,car
2011_003057,motorbike
2011_003066,bottle
2011_003066,chair
2011_003066,diningtable
2011_003066,person
2011_003078,motorbike
2011_003078,person
2011_003085,horse
2011_003085,person
2011_003103,chair
2011_003103,pottedplant
2011_003103,sofa
2011_003114,bus
2011_003114,car
2011_003114,person
2011_003121,car
2011_003141,person
2011_003145,bird
2011_003146,train
2011_003151,dog
2011_003182,sofa
2011_003184,horse
2011_003197,train
2011_003205,pottedplant
2011_003216,cat
2011_003238,person
2011_003240,bottle
2011_003240,person
2011_003246,person
2011_003246,tvmonitor
2011_003255,person
2011_003256,dog
2011_003256,sofa
2011_003271,bottle
